time,cycle,gps_attitude,temperature,pressure,uv_index,ambient_light,gps_location,co2,SCD_41_temperature,humidity,TSL2591_full_spectrum,TSL2591_infra_red,TSL2591_visiblle,pm2.5,
1609459619,351,Acceleration info x = -6 y = 4 z = -213 roll = 178.9373 pitch = 1.613374,18.65,101671.8,0,0,Waiting for GPS fix...,1254,16.36415,42.08438,1401,841,560,None,
1609459620,352,Acceleration info x = -5 y = 3 z = -212 roll = 179.2025 pitch = 1.351029,18.65,101673.2,0,0,Waiting for GPS fix...,1254,16.36415,42.08438,1402,841,561,None,
1609459622,353,Acceleration info x = -7 y = 4 z = -208 roll = 178.9115 pitch = 1.927282,18.67,101672.8,0,0,Latitude: 51.85057, Longitude: -0.9655817,0,16.36415,41.89975,1402,841,561,None,
1609459623,354,Acceleration info x = -5 y = 4 z = -209 roll = 178.9167 pitch = 1.370301,18.6,101674.4,0,0,Waiting for GPS fix...,0,16.36415,41.89975,1405,843,562,None,
1609459624,355,Acceleration info x = -6 y = 4 z = -213 roll = 178.9373 pitch = 1.613374,18.6,101672.2,0,0,Waiting for GPS fix...,0,16.36415,41.89975,1407,844,563,None,
1609459625,356,Acceleration info x = -5 y = 3 z = -212 roll = 179.2025 pitch = 1.351029,18.57,101673.1,0,0,Waiting for GPS fix...,0,16.36415,41.89975,1404,843,561,None,
1609459626,357,Acceleration info x = -7 y = 5 z = -210 roll = 178.6492 pitch = 1.908753,18.54,101673.3,0,0,Waiting for GPS fix...,0,16.36415,41.89975,1405,843,562,None,
1609459627,358,Acceleration info x = -5 y = 3 z = -212 roll = 179.2025 pitch = 1.351029,18.55,101673.6,0,0,Waiting for GPS fix...,0,16.36415,41.6434,1406,843,563,None,
1609459629,359,Acceleration info x = -6 y = 5 z = -211 roll = 178.6557 pitch = 1.628488,18.54,101674.8,0,0,Waiting for GPS fix...,0,16.36415,41.6434,1407,844,563,None,
1609459630,360,Acceleration info x = -3 y = 7 z = -210 roll = 178.104 pitch = 0.8180614,18.59,101674.2,0,0,Latitude: -0.96558, Longitude: 0.03333333,0,16.36415,41.6434,1410,846,564,None,
1609459631,361,Acceleration info x = -10 y = 2 z = -208 roll = 179.4623 pitch = 2.752561,18.5,101673.3,0,0,Waiting for GPS fix...,0,16.36415,41.6434,1413,848,565,None,
1609459632,362,Acceleration info x = -6 y = 3 z = -208 roll = 179.1869 pitch = 1.652255,18.45,101673.1,0,0,Waiting for GPS fix...,0,16.33211,41.71511,1412,847,565,None,
1609459633,363,Acceleration info x = -7 y = 4 z = -209 roll = 178.9167 pitch = 1.918071,18.52,101675.1,0,0,Waiting for GPS fix...,0,16.33211,41.71511,1408,845,563,None,
1609459634,364,Acceleration info x = -6 y = 2 z = -211 roll = 179.4701 pitch = 1.628872,18.54,101672.6,0,0,Waiting for GPS fix...,0,16.33211,41.71511,1410,846,564,None,
1609459635,365,Acceleration info x = -4 y = 8 z = -211 roll = 177.8418 pitch = 1.085346,18.47,101672.0,0,0,Waiting for GPS fix...,0,16.33211,41.71511,1408,845,563,None,
1609459636,366,Acceleration info x = -4 y = 3 z = -209 roll = 179.1908 pitch = 1.096404,18.4,101670.0,0,0,Waiting for GPS fix...,0,16.34546,41.90738,1407,845,562,None,
1609459638,367,Acceleration info x = -7 y = 6 z = -212 roll = 178.392 pitch = 1.890537,18.44,101670.8,0,0,Latitude: 0.06666667, Longitude: 9.416666,0,16.34546,41.90738,1408,845,563,None,
1609459639,368,Acceleration info x = -6 y = 5 z = -209 roll = 178.6427 pitch = 1.644054,18.43,101671.4,0,0,Waiting for GPS fix...,0,16.34546,41.90738,1410,846,564,None,
1609459640,369,Acceleration info x = -7 y = 5 z = -210 roll = 178.6492 pitch = 1.908753,18.46,101671.8,0,0,Latitude: 0.06666667, Longitude: 9.416666,0,16.34546,41.90738,1410,846,564,None,
1609459641,370,Acceleration info x = -3 y = 2 z = -212 roll = 179.4727 pitch = 0.8107589,18.41,101671.7,0,0,Latitude: 31.25, Longitude: 51.85057,0,16.32143,41.94247,1409,846,563,None,
1609459642,371,Acceleration info x = -6 y = 4 z = -210 roll = 178.922 pitch = 1.636401,18.34,101669.8,0,0,Waiting for GPS fix...,0,16.32143,41.94247,1409,846,563,None,
1609459643,372,Acceleration info x = -4 y = 6 z = -213 roll = 178.3996 pitch = 1.075503,18.37,101670.3,0,0,Waiting for GPS fix...,0,16.32143,41.94247,1409,845,564,None,
1609459644,373,Acceleration info x = -6 y = 7 z = -213 roll = 178.1308 pitch = 1.612787,18.39,101671.3,0,0,Waiting for GPS fix...,0,16.32143,41.94247,1412,847,565,None,
1609459646,374,Acceleration info x = -5 y = 5 z = -213 roll = 178.6684 pitch = 1.344453,18.32,101670.1,0,0,Waiting for GPS fix...,0,16.30541,41.8143,1413,848,565,None,
1609459647,375,Acceleration info x = -6 y = 7 z = -213 roll = 178.1308 pitch = 1.612787,18.29,101671.7,0,0,Waiting for GPS fix...,0,16.30541,41.8143,1411,847,564,None,
1609459648,376,Acceleration info x = -6 y = 3 z = -210 roll = 179.1947 pitch = 1.636531,18.34,101671.8,0,0,Waiting for GPS fix...,0,16.30541,41.8143,1412,847,565,None,
1609459649,377,Acceleration info x = -8 y = 3 z = -210 roll = 179.1947 pitch = 2.18158,18.38,101670.5,0,0,Waiting for GPS fix...,0,16.30541,41.8143,1410,846,564,None,
1609459650,378,Acceleration info x = -7 y = 4 z = -212 roll = 178.9323 pitch = 1.890958,18.43,101672.1,0,0,Waiting for GPS fix...,0,16.30007,41.71511,1409,846,563,None,
1609459651,379,Acceleration info x = -6 y = 3 z = -210 roll = 179.1947 pitch = 1.636531,18.42,101673.9,0,0,Waiting for GPS fix...,0,16.30007,41.71511,1410,846,564,None,
1609459652,380,Acceleration info x = -6 y = 3 z = -209 roll = 179.1908 pitch = 1.644355,18.42,101673.9,0,0,Waiting for GPS fix...,0,16.30007,41.71511,1409,846,563,None,
1609459653,381,Acceleration info x = -5 y = 4 z = -212 roll = 178.9323 pitch = 1.350924,18.42,101674.8,0,0,Waiting for GPS fix...,0,16.30007,41.71511,1412,847,565,None,
1609459655,382,Acceleration info x = -5 y = 5 z = -210 roll = 178.6492 pitch = 1.363642,18.4,101672.2,0,0,Latitude: 51.85057, Longitude: -0.9655783,0,16.30007,41.71511,1413,848,565,None,
1609459656,383,Acceleration info x = -5 y = 5 z = -212 roll = 178.6621 pitch = 1.350789,18.4,101672.9,0,0,Waiting for GPS fix...,0,16.32143,41.77157,1411,847,564,None,
1609459657,384,Acceleration info x = -7 y = 6 z = -212 roll = 178.392 pitch = 1.890537,18.44,101672.9,0,0,Latitude: 51.85057, Longitude: -0.9655767,0,16.32143,41.77157,1413,848,565,None,
1609459658,385,Acceleration info x = -6 y = 6 z = -213 roll = 178.3996 pitch = 1.613018,18.45,101675.3,0,0,Waiting for GPS fix...,0,16.32143,41.77157,1412,847,565,None,
1609459659,386,Acceleration info x = -5 y = 5 z = -210 roll = 178.6492 pitch = 1.363642,18.51,101673.5,0,0,Latitude: 51.85057, Longitude: -0.9655767,0,16.32143,41.77157,1420,852,568,None,
1609459660,387,Acceleration info x = -5 y = 5 z = -210 roll = 178.6492 pitch = 1.363642,18.5,101674.1,0,0,Waiting for GPS fix...,0,16.35881,41.96994,1413,848,565,None,
1609459662,388,Acceleration info x = -7 y = 4 z = -212 roll = 178.9323 pitch = 1.890958,18.52,101673.0,0,0,Waiting for GPS fix...,0,16.35881,41.96994,1408,846,562,None,
1609459663,389,Acceleration info x = -6 y = 4 z = -211 roll = 178.9271 pitch = 1.628652,18.52,101672.2,0,0,Waiting for GPS fix...,0,16.35881,41.96994,1411,848,563,None,
1609459664,390,Acceleration info x = -6 y = 4 z = -210 roll = 178.922 pitch = 1.636401,18.61,101673.9,0,0,Waiting for GPS fix...,0,16.35881,41.96994,1414,849,565,None,
1609459665,391,Acceleration info x = -6 y = 6 z = -211 roll = 178.3843 pitch = 1.628287,18.56,101672.2,0,0,Waiting for GPS fix...,0,16.39353,42.06149,1410,847,563,None,
1609459666,392,Acceleration info x = -8 y = 5 z = -212 roll = 178.6621 pitch = 2.160638,18.58,101669.8,0,0,Waiting for GPS fix...,0,16.39353,42.06149,1409,846,563,None,
1609459667,393,Acceleration info x = -5 y = 3 z = -211 roll = 179.1986 pitch = 1.357429,18.61,101671.7,0,0,Latitude: 51.85057, Longitude: -0.9655767,0,16.39353,42.06149,1411,847,564,None,
1609459668,394,Acceleration info x = -7 y = 3 z = -211 roll = 179.1986 pitch = 1.900059,18.6,101670.8,0,0,Waiting for GPS fix...,0,16.39353,42.06149,1413,848,565,None,
1609459669,395,Acceleration info x = -7 y = 5 z = -211 roll = 178.6557 pitch = 1.899718,18.6,101671.6,0,0,Waiting for GPS fix...,0,16.44694,42.14542,1412,847,565,None,
1609459670,396,Acceleration info x = -6 y = 5 z = -212 roll = 178.6621 pitch = 1.620815,18.65,101673.1,0,0,Waiting for GPS fix...,0,16.44694,42.14542,1410,846,564,None,
1609459672,397,Acceleration info x = -6 y = 4 z = -211 roll = 178.9271 pitch = 1.628652,18.69,101673.8,0,0,Waiting for GPS fix...,0,16.44694,42.14542,1409,846,563,None,
1609459673,398,Acceleration info x = -9 y = 3 z = -213 roll = 179.2063 pitch = 2.419448,18.7,101672.7,0,0,Waiting for GPS fix...,0,16.44694,42.14542,1409,846,563,None,
1609459674,399,Acceleration info x = -8 y = 4 z = -210 roll = 178.922 pitch = 2.181407,18.68,101675.0,0,0,Waiting for GPS fix...,0,16.49233,42.13626,1398,840,558,None,
1609459675,400,Acceleration info x = -6 y = 5 z = -210 roll = 178.6492 pitch = 1.636234,18.68,101665.8,0,0,Waiting for GPS fix...,0,16.49233,42.13626,290,171,119,None,
1609459676,401,Acceleration info x = -6 y = 5 z = -210 roll = 178.6492 pitch = 1.636234,18.71,101674.2,0,0,Waiting for GPS fix...,0,16.49233,42.13626,1395,838,557,None,
1609459677,402,Acceleration info x = -7 y = 5 z = -213 roll = 178.6684 pitch = 1.881903,18.78,101671.9,0,0,Latitude: 0.05, Longitude: 9.416666,0,16.49233,42.13626,179,104,75,None,
1609459679,403,Acceleration info x = -7 y = 5 z = -213 roll = 178.6684 pitch = 1.881903,18.73,101663.2,0,0,Waiting for GPS fix...,0,16.49233,42.13626,302,178,124,None,
1609459680,404,Acceleration info x = -5 y = 7 z = -212 roll = 178.122 pitch = 1.350429,18.75,101665.7,0,0,Latitude: -0.9655733, Longitude: 0.05,0,16.52171,42.25376,226,132,94,None,
1609459681,405,Acceleration info x = -7 y = 6 z = -212 roll = 178.392 pitch = 1.890537,18.74,101666.9,0,0,Latitude: 1.166667, Longitude: 32.5,0,16.52171,42.25376,300,177,123,None,
1609459682,406,Acceleration info x = -9 y = 11 z = -219 roll = 177.1376 pitch = 2.35051,18.72,101665.1,0,0,Waiting for GPS fix...,0,16.52171,42.25376,225,131,94,None,
1609459683,407,Acceleration info x = -5 y = 6 z = -213 roll = 178.3996 pitch = 1.34429,18.71,101662.1,0,0,Waiting for GPS fix...,0,16.52171,42.25376,230,135,95,None,
1609459684,408,Acceleration info x = -7 y = 4 z = -211 roll = 178.9271 pitch = 1.89991,18.76,101669.3,0,0,Waiting for GPS fix...,0,16.55375,42.42008,724,429,295,None,
1609459685,409,Acceleration info x = -7 y = 5 z = -212 roll = 178.6621 pitch = 1.890769,18.79,101670.6,0,0,Waiting for GPS fix...,0,16.55375,42.42008,523,307,216,None,
1609459686,410,Acceleration info x = -8 y = 5 z = -212 roll = 178.6621 pitch = 2.160638,18.75,101672.7,0,0,Waiting for GPS fix...,0,16.55375,42.42008,1329,795,534,None,
1609459688,411,Acceleration info x = -6 y = 4 z = -209 roll = 178.9167 pitch = 1.644223,18.76,101661.7,0,0,Latitude: 0.15, Longitude: 9.416666,0,16.55375,42.42008,192,113,79,None,
1609459689,412,Acceleration info x = -7 y = 3 z = -213 roll = 179.2063 pitch = 1.882235,18.78,101659.1,0,0,Waiting for GPS fix...,0,16.59113,42.44602,213,124,89,None,
1609459690,413,Acceleration info x = -8 y = 5 z = -212 roll = 178.6621 pitch = 2.160638,18.78,101659.9,0,0,Latitude: 0.06666667, Longitude: 9.416666,0,16.59113,42.44602,169,100,69,None,
1609459691,414,Acceleration info x = -6 y = 4 z = -212 roll = 178.9323 pitch = 1.620977,18.8,101657.4,0,0,Latitude: 32.65, Longitude: 51.85057,0,16.59113,42.44602,201,121,80,None,
1609459692,415,Acceleration info x = -7 y = 5 z = -212 roll = 178.6621 pitch = 1.890769,18.78,101657.8,0,0,Waiting for GPS fix...,0,16.59113,42.44602,1260,757,503,None,
1609459693,416,Acceleration info x = -7 y = 5 z = -212 roll = 178.6621 pitch = 1.890769,18.75,101661.4,0,0,Waiting for GPS fix...,1262,16.60983,42.47807,368,223,145,None,
1609459694,417,Acceleration info x = -7 y = 5 z = -212 roll = 178.6621 pitch = 1.890769,18.77,101666.7,0,0,Waiting for GPS fix...,1262,16.60983,42.47807,1405,845,560,None,
1609459696,418,Acceleration info x = -7 y = 4 z = -212 roll = 178.9323 pitch = 1.890958,18.76,101668.8,0,0,Waiting for GPS fix...,1262,16.60983,42.47807,1400,843,557,None,
1609459697,419,Acceleration info x = -4 y = 5 z = -211 roll = 178.6557 pitch = 1.085821,18.77,101664.7,0,0,Waiting for GPS fix...,1262,16.60983,42.47807,1398,841,557,None,
1609459698,420,Acceleration info x = -7 y = 3 z = -211 roll = 179.1986 pitch = 1.900059,18.8,101670.1,0,0,Waiting for GPS fix...,0,16.67659,42.50706,1435,864,571,None,
1609459699,421,Acceleration info x = -9 y = 3 z = -213 roll = 179.2063 pitch = 2.419448,18.8,101670.8,0,0,Waiting for GPS fix...,0,16.67659,42.50706,1448,873,575,None,
1609459700,422,Acceleration info x = -5 y = 5 z = -211 roll = 178.6557 pitch = 1.357185,18.84,101667.9,0,0,Waiting for GPS fix...,0,16.67659,42.50706,1450,875,575,None,
1609459701,423,Acceleration info x = -6 y = 6 z = -211 roll = 178.3843 pitch = 1.628287,18.86,101669.7,0,0,Latitude: 51.85057, Longitude: -0.9655666,0,16.67659,42.50706,1448,874,574,None,
1609459702,424,Acceleration info x = -6 y = 4 z = -212 roll = 178.9323 pitch = 1.620977,18.84,101668.6,0,0,Latitude: 51.85057, Longitude: -0.9655666,0,16.67926,42.50095,1447,873,574,None,
1609459704,425,Acceleration info x = -7 y = 5 z = -209 roll = 178.6427 pitch = 1.917873,18.83,101671.4,0,0,Latitude: 51.85057, Longitude: -0.9655666,0,16.67926,42.50095,1443,869,574,None,
1609459705,426,Acceleration info x = -5 y = 3 z = -211 roll = 179.1986 pitch = 1.357429,18.91,101668.4,0,0,Waiting for GPS fix...,0,16.67926,42.50095,1436,865,571,None,
1609459706,427,Acceleration info x = -5 y = 5 z = -216 roll = 178.6871 pitch = 1.325797,18.92,101669.3,0,0,Latitude: 51.85057, Longitude: -0.9655666,0,16.67926,42.50095,1433,862,571,None,
1609459707,428,Acceleration info x = -4 y = 6 z = -210 roll = 178.3766 pitch = 1.090852,18.82,101669.1,0,0,Waiting for GPS fix...,0,16.67926,42.50095,1430,860,570,None,
1609459708,429,Acceleration info x = -5 y = 5 z = -211 roll = 178.6557 pitch = 1.357185,18.86,101669.1,0,0,Waiting for GPS fix...,0,16.69795,42.4506,1432,862,570,None,
1609459709,430,Acceleration info x = -8 y = 7 z = -211 roll = 178.113 pitch = 2.170279,18.86,101669.7,0,0,Waiting for GPS fix...,0,16.69795,42.4506,1422,857,565,None,
1609459710,431,Acceleration info x = -6 y = 6 z = -217 roll = 178.4293 pitch = 1.583323,18.85,101666.8,0,0,Waiting for GPS fix...,0,16.69795,42.4506,1020,616,404,None,
1609459712,432,Acceleration info x = 0 y = -2 z = -211 roll = -179.4701 pitch = 0.0,18.9,101658.4,0,0,Waiting for GPS fix...,0,16.69795,42.4506,130,79,51,None,
1609459713,433,Acceleration info x = 1 y = -1 z = -213 roll = -179.7442 pitch = -0.2690091,18.95,101659.2,0,0,Latitude: 51.85057, Longitude: -0.9655649,0,16.6846,42.26291,130,79,51,None,
1609459714,434,Acceleration info x = -1 y = -7 z = -212 roll = -178.122 pitch = 0.2701338,18.96,101658.0,0,0,Waiting for GPS fix...,0,16.6846,42.26291,405,242,163,None,
1609459715,435,Acceleration info x = 2 y = -3 z = -210 roll = -179.1947 pitch = -0.5456421,19.02,101661.2,0,0,Waiting for GPS fix...,0,16.6846,42.26291,434,260,174,None,
1609459716,436,Acceleration info x = 7 y = 3 z = -206 roll = 179.1788 pitch = -1.946132,19.02,101659.7,0,0,Waiting for GPS fix...,0,16.6846,42.26291,321,193,128,None,
1609459717,437,Acceleration info x = -1 y = 5 z = -211 roll = 178.6557 pitch = 0.2714857,19.0,101655.9,0,0,Waiting for GPS fix...,0,16.738,42.14847,148,90,58,None,
1609459718,438,Acceleration info x = -3 y = 3 z = -209 roll = 179.1908 pitch = 0.8223469,19.02,101658.3,0,0,Waiting for GPS fix...,0,16.738,42.14847,259,158,101,None,
1609459720,439,Acceleration info x = -2 y = 5 z = -210 roll = 178.6492 pitch = 0.5455432,18.98,101655.6,0,0,Waiting for GPS fix...,0,16.738,42.14847,211,129,82,None,
1609459721,440,Acceleration info x = -2 y = 4 z = -212 roll = 178.9323 pitch = 0.5404538,19.03,101659.9,0,0,Latitude: 51.85057, Longitude: -0.9655634,0,16.738,42.14847,504,304,200,None,
1609459722,441,Acceleration info x = -3 y = 4 z = -210 roll = 178.922 pitch = 0.8183673,19.06,101666.9,0,0,Waiting for GPS fix...,0,16.80209,42.05997,666,400,266,None,
1609459723,442,Acceleration info x = 21 y = -8 z = -203 roll = -177.7563 pitch = -5.902027,19.04,101660.9,0,0,Waiting for GPS fix...,0,16.80209,42.05997,787,473,314,None,
1609459724,443,Acceleration info x = 7 y = -13 z = -215 roll = -176.5528 pitch = -1.861525,18.97,101658.2,0,0,Waiting for GPS fix...,0,16.80209,42.05997,302,185,117,None,
1609459725,444,Acceleration info x = 6 y = -13 z = -210 roll = -176.4706 pitch = -1.633572,19.01,101658.2,0,0,Waiting for GPS fix...,0,16.80209,42.05997,422,255,167,None,
1609459726,445,Acceleration info x = 6 y = -9 z = -211 roll = -177.5707 pitch = -1.627466,18.92,101658.0,0,0,Waiting for GPS fix...,0,16.86084,41.87686,511,310,201,None,
1609459727,446,Acceleration info x = 5 y = -10 z = -207 roll = -177.2473 pitch = -1.382178,18.93,101658.9,0,0,Waiting for GPS fix...,0,16.86084,41.87686,716,428,288,None,
1609459729,447,Acceleration info x = 4 y = -5 z = -218 roll = -178.6993 pitch = -1.050982,18.97,101666.0,0,0,Waiting for GPS fix...,0,16.86084,41.87686,314,190,124,None,
1609459730,448,Acceleration info x = 4 y = -2 z = -216 roll = -179.4827 pitch = -1.060944,19.05,101658.8,0,0,Waiting for GPS fix...,0,16.86084,41.87686,1124,671,453,None,
1609459731,449,Acceleration info x = 8 y = 65 z = -270 roll = 166.4764 pitch = -1.650163,19.09,101661.7,0,0,Waiting for GPS fix...,0,16.88487,41.88144,1408,828,580,None,
1609459732,450,Acceleration info x = 171 y = -197 z = 61 roll = -72.8005 pitch = -39.66774,19.05,101643.2,0,0,Waiting for GPS fix...,0,16.88487,41.88144,17219,8570,8649,None,
1609459733,451,Acceleration info x = 155 y = -181 z = 139 roll = -52.48119 pitch = -34.18626,19.05,101644.6,0,0,Waiting for GPS fix...,0,16.88487,41.88144,3635,1805,1830,None,
1609459734,452,Acceleration info x = 185 y = -50 z = 231 roll = -12.21418 pitch = -38.0545,18.95,101645.1,0,0,Latitude: 0.2833333, Longitude: 9.416666,0,16.88487,41.88144,27093,10608,16485,None,
1609459736,453,Acceleration info x = 220 y = -13 z = 205 roll = -3.628799 pitch = -46.96748,18.87,101642.9,0,0,Waiting for GPS fix...,1570,16.8822,41.7792,2301,1224,1077,None,
